order_item_id,order_id,product_id,quantity,unit_price,discount_pct,unit_cost,line_revenue
49,19,105,1,265.12,0,141.58,265.12
50,19,97,4,346.47,0,244.57,1385.88
51,19,36,2,455.3,0,267.8,910.6
52,20,3,1,717.77,0,476.29,717.77
53,20,165,1,46.86,0.05,34.33,44.52
54,21,87,1,276.81,0,167.56,276.81
55,21,194,1,72.29,0,45.74,72.29
56,21,60,3,327.85,0,205.28,983.55
57,22,85,1,303.52,0,176.67,303.52
58,22,162,2,71.86,0.05,51.3,136.53
59,23,105,1,266.22,0,141.58,266.22
60,23,27,3,569.2,0.1,450.05,1536.84
61,24,175,1,202.37,0,143.25,202.37
62,24,163,4,778.75,0,549.58,3115.0
63,24,81,1,599.87,0,344.6,599.87
64,24,16,1,351.36,0,276.21,351.36
65,24,54,1,205.7,0,119.18,205.7
66,25,137,1,254.33,0.15,160.22,216.18
67,25,217,2,246.79,0,161.65,493.58
68,25,100,3,289.8,0,201.88,869.4
69,26,217,1,249.03,0.05,161.65,236.58
70,26,63,3,185.46,0.1,111.97,500.74
71,26,48,1,125.88,0.05,70.27,119.59
72,27,196,1,365.94,0,265.94,365.94
73,27,247,1,26.57,0.05,16.84,25.24
74,28,148,1,99.52,0.05,82.56,94.54
75,29,135,1,105.89,0.05,65.4,100.6
76,29,124,1,161.9,0,92.16,161.9
77,29,216,1,248.79,0,152.37,248.79
78,30,214,1,106.41,0,83.91,106.41
79,31,246,1,200.62,0,139.11,200.62
80,31,187,1,559.14,0.15,353.95,475.27
81,32,35,2,653.38,0,402.38,1306.76
82,32,164,1,265.57,0.05,197.58,252.29
83,32,34,3,169.48,0,110.47,508.44
84,32,223,1,235.05,0.1,165.43,211.55
85,33,204,2,507.33,0,276.98,1014.66
86,33,68,4,500.57,0.05,285.41,1902.17
87,33,115,1,778.85,0,473.76,778.85
88,34,228,1,367.93,0,201.28,367.93
89,34,153,2,679.25,0.05,412.01,1290.58
90,34,107,2,371.36,0,207.72,742.72
91,35,27,1,598.01,0,450.05,598.01
92,35,59,1,736.62,0,472.53,736.62
93,35,176,1,42.88,0.05,24.35,40.74
94,35,225,1,461.96,0.15,299.56,392.67
95,36,233,4,314.56,0,221.21,1258.24
96,36,140,2,269.08,0,145.09,538.16
97,37,70,1,263.2,0.05,170.82,250.04
98,37,110,2,256.97,0.05,172.9,488.24
99,37,204,1,491.13,0.1,276.98,442.02
100,37,249,1,542.21,0.05,360.12,515.1
101,38,72,1,71.19,0.05,51.17,67.63
102,38,103,1,84.65,0.05,53.39,80.42
103,39,208,1,128.58,0,77.13,128.58
104,39,175,1,197.64,0,143.25,197.64
105,40,52,1,188.1,0,108.94,188.1
106,40,110,1,262.47,0.1,172.9,236.22
107,40,211,1,896.48,0,571.02,896.48
108,40,6,4,17.33,0,10.68,69.32
109,41,156,2,279.34,0,221.85,558.68
110,42,40,1,374.11,0,239.26,374.11
111,42,157,1,93.31,0,54.99,93.31
112,43,87,2,268.38,0.05,167.56,509.92
113,44,136,2,431.61,0.1,314.0,776.9
114,44,72,2,70.88,0.1,51.17,127.58
115,45,109,2,38.02,0.2,26.78,60.83
116,45,185,1,716.43,0,430.28,716.43
117,46,44,4,302.07,0,202.74,1208.28
118,46,93,2,210.51,0,119.43,421.02
119,46,72,1,70.95,0,51.17,70.95
120,47,237,3,271.78,0.1,208.78,733.81
121,47,129,1,422.4,0.1,259.11,380.16
122,47,211,1,914.98,0,571.02,914.98
123,47,160,1,55.65,0.1,36.17,50.09
124,48,182,3,168.87,0.1,105.28,455.95
125,49,181,1,31.03,0.05,22.03,29.48
126,49,128,1,84.31,0,45.88,84.31
127,49,210,3,137.79,0,100.75,413.37
128,50,95,1,100.46,0.05,63.87,95.44
129,50,100,1,290.16,0.1,201.88,261.14
130,50,68,1,497.41,0,285.41,497.41
131,51,23,1,305.15,0.1,174.57,274.63
132,51,238,2,144.79,0.1,97.13,260.62
133,52,195,3,146.0,0,98.66,438.0
134,52,13,1,267.62,0,179.96,267.62
135,53,81,1,600.84,0,344.6,600.84
136,54,26,2,96.69,0.1,66.86,174.04
137,55,123,2,342.33,0.05,203.32,650.43
138,56,124,4,170.17,0.05,92.16,646.65
139,56,193,1,138.02,0,102.1,138.02
140,57,150,2,151.03,0.1,105.94,271.85
141,57,115,1,747.84,0.1,473.76,673.06
142,57,164,4,263.47,0.1,197.58,948.49
143,58,210,2,135.64,0.05,100.75,257.72
144,58,77,3,139.17,0,112.34,417.51
145,58,35,2,650.03,0,402.38,1300.06
146,58,130,2,538.16,0.1,332.27,968.69
147,58,242,1,480.96,0,294.71,480.96
148,58,154,3,122.11,0.05,88.37,348.01
149,59,219,5,231.46,0,152.41,1157.3
150,60,162,2,72.18,0,51.3,144.36
151,60,236,2,161.21,0,91.24,322.42
152,61,26,1,98.06,0.1,66.86,88.25
153,61,171,1,49.08,0.05,35.09,46.63
154,62,62,4,75.34,0.1,57.17,271.22
155,62,39,1,18.23,0.1,12.72,16.41
156,62,239,2,90.5,0,70.61,181.0
157,63,36,5,469.12,0.05,267.8,2228.32
158,64,54,2,207.54,0.2,119.18,332.06
159,64,229,1,81.26,0,45.59,81.26
160,64,25,1,603.91,0,443.76,603.91
161,64,39,2,18.31,0,12.72,36.62
162,65,14,1,49.0,0,35.41,49.0
163,65,33,1,321.23,0,240.0,321.23
164,66,68,3,490.88,0,285.41,1472.64
165,66,56,4,283.49,0.15,166.22,963.87
166,66,141,1,383.96,0.2,213.83,307.17
167,66,86,1,242.66,0.05,173.34,230.53
168,67,237,1,277.67,0,208.78,277.67
169,68,133,1,149.68,0.1,88.93,134.71
170,68,35,3,612.11,0,402.38,1836.33
171,69,179,1,1018.64,0.15,599.16,865.84
172,70,141,1,381.8,0,213.83,381.8
173,70,162,1,69.2,0,51.3,69.2
174,71,246,1,201.37,0.1,139.11,181.23
175,72,104,1,105.62,0,78.97,105.62
176,73,33,1,307.26,0,240.0,307.26
177,73,82,1,330.64,0.2,265.92,264.51
178,74,45,1,412.79,0,216.96,412.79
179,75,198,2,220.9,0.05,168.54,419.71
180,75,2,1,240.88,0,185.69,240.88
181,76,161,1,316.86,0.05,181.65,301.02
182,76,92,1,91.66,0.1,59.43,82.49
183,77,107,1,379.15,0,207.72,379.15
184,77,95,1,99.42,0,63.87,99.42
185,77,95,1,100.97,0.1,63.87,90.87
186,78,40,1,384.54,0.1,239.26,346.09
187,78,100,1,292.25,0,201.88,292.25
188,78,87,1,266.43,0,167.56,266.43
189,79,7,1,229.0,0,157.34,229.0
190,79,38,1,355.65,0,200.12,355.65
191,79,158,2,259.89,0.1,184.4,467.8
192,80,207,1,116.8,0,81.24,116.8
193,81,71,2,187.53,0,129.87,375.06
194,81,74,1,445.59,0,294.02,445.59
195,82,193,1,133.03,0.15,102.1,113.08
196,82,28,1,38.52,0.05,24.61,36.59
197,83,173,1,320.28,0.05,198.43,304.27
198,83,56,1,264.04,0.05,166.22,250.84
199,84,21,1,56.74,0,40.2,56.74
200,84,56,1,281.6,0.05,166.22,267.52
201,84,169,2,462.4,0.15,256.4,786.08
202,85,65,3,708.55,0,404.38,2125.65
203,86,107,3,377.07,0.15,207.72,961.53
204,86,140,5,256.65,0.05,145.09,1219.09
205,86,159,2,109.43,0,86.96,218.86
206,86,245,3,255.56,0,160.2,766.68
207,87,145,5,298.37,0,208.04,1491.85
208,87,238,2,145.02,0,97.13,290.04
209,87,16,1,345.55,0.1,276.21,311.0
210,88,2,1,243.32,0.15,185.69,206.82
211,88,168,1,111.58,0,75.79,111.58
212,88,137,1,242.14,0.05,160.22,230.03
213,89,19,1,461.29,0.1,282.88,415.16
214,90,86,1,235.52,0,173.34,235.52
215,91,80,3,175.74,0,126.28,527.22
216,91,73,1,301.75,0.1,201.32,271.57
217,92,57,5,170.12,0,106.53,850.6
218,92,161,2,307.5,0,181.65,615.0
219,92,241,2,267.34,0,215.66,534.68
220,92,200,1,15.3,0.1,10.4,13.77
221,92,48,1,126.11,0.05,70.27,119.8
222,93,210,1,141.46,0.05,100.75,134.39
223,94,70,5,258.41,0.1,170.82,1162.85
224,95,47,1,52.76,0,32.86,52.76
225,95,72,1,71.21,0.1,51.17,64.09
226,96,27,2,570.93,0.15,450.05,970.58
227,96,8,3,298.23,0.15,176.29,760.49
228,96,82,4,352.37,0.15,265.92,1198.06
229,96,43,2,905.23,0,539.89,1810.46
230,97,74,3,430.28,0.05,294.02,1226.3
231,98,227,2,135.14,0,97.19,270.28
232,98,165,1,48.17,0,34.33,48.17
233,99,232,2,549.92,0,309.27,1099.84
234,99,62,3,78.76,0,57.17,236.28
235,99,82,3,353.19,0,265.92,1059.57
236,100,13,1,262.47,0,179.96,262.47
237,101,151,3,103.93,0,71.74,311.79
238,102,233,1,321.73,0.1,221.21,289.56
239,102,137,1,250.54,0,160.22,250.54
240,103,154,1,118.76,0,88.37,118.76
241,103,73,3,280.63,0,201.32,841.89
242,103,45,3,394.42,0,216.96,1183.26
243,103,42,1,271.48,0,210.14,271.48
244,104,72,1,71.66,0.1,51.17,64.49
245,105,78,1,347.54,0,186.51,347.54
246,106,102,1,229.71,0,161.47,229.71
247,106,9,4,58.85,0,33.28,235.4
248,106,41,1,103.69,0,56.98,103.69
249,106,211,1,895.11,0,571.02,895.11
250,107,38,1,357.81,0,200.12,357.81
251,108,37,1,254.06,0,181.1,254.06
252,108,187,2,572.61,0,353.95,1145.22
253,108,22,4,316.09,0.05,179.68,1201.14
254,108,235,2,816.79,0.1,525.1,1470.22
255,109,110,4,252.32,0.05,172.9,958.82
256,109,89,1,595.97,0,363.4,595.97
257,109,108,1,162.8,0,125.01,162.8
258,109,142,1,191.48,0.05,139.67,181.91
259,109,141,1,385.59,0.05,213.83,366.31
260,109,160,1,51.93,0,36.17,51.93
261,110,19,3,482.52,0,282.88,1447.56
262,110,185,1,710.25,0,430.28,710.25
263,110,234,1,605.68,0,338.7,605.68
264,111,129,3,400.19,0,259.11,1200.57
265,111,249,1,533.62,0.15,360.12,453.58
266,111,27,1,591.94,0,450.05,591.94
267,112,110,1,254.47,0,172.9,254.47
268,113,101,1,141.07,0.05,91.84,134.02
269,113,106,1,61.05,0,49.37,61.05
270,114,84,1,122.56,0.15,77.66,104.18
271,114,37,3,246.94,0,181.1,740.82
272,114,33,2,324.45,0.1,240.0,584.01
273,115,78,1,332.58,0.1,186.51,299.32
274,115,2,1,238.22,0.1,185.69,214.4
275,115,127,1,192.22,0.2,138.0,153.78
276,116,157,1,94.33,0,54.99,94.33
277,117,125,1,85.71,0.05,67.59,81.42
278,117,51,1,197.46,0,111.25,197.46
279,117,221,2,323.41,0.1,198.57,582.14
280,117,2,1,249.67,0.2,185.69,199.74
281,117,212,1,378.14,0.1,206.89,340.33
282,118,98,1,272.73,0.1,200.98,245.46
283,118,177,1,321.88,0,215.52,321.88
284,118,164,1,250.56,0,197.58,250.56
285,119,49,1,48.9,0.05,35.06,46.45
286,120,202,3,94.36,0.05,58.28,268.93
287,120,165,1,46.67,0.1,34.33,42.0
288,121,85,1,292.54,0.05,176.67,277.91
289,122,82,1,340.36,0,265.92,340.36
290,122,209,1,578.91,0,410.02,578.91
291,123,28,1,38.03,0.15,24.61,32.33
292,123,205,1,110.63,0,76.64,110.63
293,124,249,4,511.62,0,360.12,2046.48
294,125,149,2,43.68,0.1,24.02,78.62
295,125,73,1,283.27,0,201.32,283.27
296,125,120,3,22.0,0.05,16.07,62.7
297,125,12,1,155.26,0,85.4,155.26
298,125,238,1,145.73,0,97.13,145.73
299,125,54,1,201.73,0.1,119.18,181.56
300,126,33,3,313.96,0,240.0,941.88
301,127,3,2,700.18,0.1,476.29,1260.32
302,127,222,2,117.19,0,69.67,234.38
303,127,122,1,364.4,0.15,227.65,309.74
304,128,184,3,177.15,0,137.79,531.45
305,128,75,1,543.84,0.1,288.8,489.46
306,128,90,2,313.41,0,236.61,626.82
307,128,170,1,106.14,0,78.59,106.14
308,129,135,3,105.72,0,65.4,317.16
309,129,5,1,273.6,0.05,193.54,259.92
310,129,240,3,70.33,0,50.93,210.99
311,130,181,1,31.65,0,22.03,31.65
312,130,123,2,342.95,0,203.32,685.9
313,130,86,1,226.5,0.05,173.34,215.17
314,130,233,4,318.99,0,221.21,1275.96
315,130,12,1,156.41,0.05,85.4,148.59
316,130,108,1,157.09,0,125.01,157.09
317,131,129,2,422.67,0,259.11,845.34
318,131,154,1,119.6,0,88.37,119.6
319,132,244,1,46.73,0,26.34,46.73
320,133,128,2,81.04,0,45.88,162.08
321,133,9,2,60.91,0.05,33.28,115.73
322,133,6,1,17.39,0.05,10.68,16.52
323,133,171,2,50.15,0.1,35.09,90.27
324,133,151,1,103.28,0.1,71.74,92.95
325,133,211,1,921.54,0.1,571.02,829.39
326,134,230,1,164.61,0,96.28,164.61
327,134,15,2,135.73,0,107.98,271.46
328,134,153,2,696.05,0,412.01,1392.1
329,135,154,2,116.21,0.05,88.37,220.8
330,135,190,1,278.92,0.15,187.93,237.08
331,135,163,1,744.31,0,549.58,744.31
332,135,107,1,384.32,0,207.72,384.32
333,136,234,2,604.86,0,338.7,1209.72
334,136,23,1,316.46,0,174.57,316.46
335,136,55,2,296.18,0.05,171.05,562.74
336,136,157,1,95.48,0.15,54.99,81.16
337,137,188,3,187.25,0.05,111.25,533.66
338,137,27,1,577.03,0,450.05,577.03
339,137,222,1,116.38,0,69.67,116.38
340,137,230,1,163.38,0,96.28,163.38
341,137,56,1,275.27,0,166.22,275.27
342,137,232,2,514.59,0,309.27,1029.18
343,138,102,5,226.6,0,161.47,1133.0
344,139,39,1,18.95,0.2,12.72,15.16
345,139,98,1,273.22,0,200.98,273.22
346,140,147,1,737.52,0.1,548.13,663.77
347,140,243,3,232.69,0.1,184.18,628.26
348,140,24,1,283.11,0,158.18,283.11
349,141,164,1,255.24,0,197.58,255.24
350,141,5,2,270.58,0,193.54,541.16
351,142,170,2,108.12,0,78.59,216.24
352,143,6,4,18.39,0.1,10.68,66.2
353,143,232,1,516.77,0.05,309.27,490.93
354,143,180,2,320.69,0,216.02,641.38
355,144,243,2,243.06,0,184.18,486.12
356,144,174,2,225.41,0,177.69,450.82
357,145,108,1,157.92,0.1,125.01,142.13
358,145,192,3,109.93,0,64.29,329.79
359,145,144,2,383.37,0,289.87,766.74
360,146,118,1,247.96,0,154.62,247.96
361,146,131,3,377.7,0,252.22,1133.1
362,146,227,2,139.96,0.1,97.19,251.93
363,147,185,1,701.96,0,430.28,701.96
364,147,119,1,126.59,0.1,81.61,113.93
365,148,89,2,554.77,0.15,363.4,943.11
366,148,144,4,359.61,0,289.87,1438.44
367,148,144,5,356.67,0,289.87,1783.35
368,148,34,2,164.45,0.05,110.47,312.45
369,149,68,2,516.94,0.05,285.41,982.19
370,149,212,1,378.66,0,206.89,378.66
371,150,118,3,256.83,0,154.62,770.49
372,151,90,1,299.67,0.15,236.61,254.72
373,151,194,1,72.32,0,45.74,72.32
374,151,233,2,309.49,0,221.21,618.98
375,152,114,1,162.67,0,111.52,162.67
376,153,131,4,384.94,0.05,252.22,1462.77
377,153,4,2,296.0,0.15,162.5,503.2
378,154,158,3,267.58,0,184.4,802.74
379,154,33,3,317.0,0.05,240.0,903.45
380,155,89,3,568.03,0,363.4,1704.09
381,155,39,1,18.92,0,12.72,18.92
382,156,93,2,207.9,0,119.43,415.8
383,157,77,1,140.93,0.1,112.34,126.84
384,158,173,4,316.18,0.05,198.43,1201.48
385,159,159,1,113.08,0,86.96,113.08
386,160,92,1,92.53,0,59.43,92.53
387,160,1,1,530.61,0,342.48,530.61
388,160,190,2,271.61,0.05,187.93,516.06
389,161,127,1,185.0,0,138.0,185.0
390,162,200,1,15.21,0,10.4,15.21
391,163,25,1,641.82,0.1,443.76,577.64
392,163,171,1,49.04,0,35.09,49.04
393,164,204,1,491.46,0,276.98,491.46
394,165,175,1,199.17,0.15,143.25,169.29
395,165,63,2,191.07,0.05,111.97,363.03
396,165,131,2,387.86,0,252.22,775.72
397,166,83,1,793.15,0,453.77,793.15
398,166,96,1,170.54,0,118.71,170.54
399,166,193,1,137.96,0,102.1,137.96
400,166,93,1,210.22,0,119.43,210.22
401,167,107,2,372.09,0.1,207.72,669.76
402,167,91,1,122.86,0,67.8,122.86
403,168,12,1,153.72,0,85.4,153.72
404,168,238,2,146.45,0.15,97.13,248.96
405,169,25,2,633.86,0,443.76,1267.72
406,169,96,1,161.62,0,118.71,161.62
407,170,131,3,379.48,0.15,252.22,967.67
408,170,142,1,186.54,0.15,139.67,158.56
409,171,192,4,109.25,0.1,64.29,393.3
410,171,243,2,229.24,0.05,184.18,435.56
411,171,240,1,70.83,0,50.93,70.83
412,171,17,1,423.82,0,254.17,423.82
413,171,240,2,70.01,0,50.93,140.02
414,171,116,1,347.61,0,197.11,347.61
415,172,86,2,237.99,0,173.34,475.98
416,172,215,2,101.52,0.05,69.53,192.89
417,172,123,3,334.52,0,203.32,1003.56
418,172,154,1,124.09,0,88.37,124.09
419,173,162,2,73.4,0.1,51.3,132.12
420,173,81,1,626.54,0,344.6,626.54
421,174,215,3,100.39,0,69.53,301.17
422,175,179,1,1079.04,0,599.16,1079.04
423,175,177,1,323.87,0.15,215.52,275.29
424,175,62,1,78.46,0.05,57.17,74.54
425,175,69,2,277.24,0.05,187.45,526.76
426,176,195,3,145.75,0,98.66,437.25
427,176,188,1,178.27,0.05,111.25,169.36
428,176,83,2,799.72,0.15,453.77,1359.52
429,177,60,1,326.62,0,205.28,326.62
430,178,119,1,133.71,0,81.61,133.71
431,178,144,5,381.19,0.05,289.87,1810.65
432,178,180,1,334.76,0,216.02,334.76
433,179,8,1,302.21,0,176.29,302.21
434,179,58,2,268.72,0.2,151.04,429.95
435,180,48,2,124.62,0,70.27,249.24
436,180,4,1,301.36,0,162.5,301.36
437,180,80,1,177.52,0,126.28,177.52
438,180,142,3,196.89,0,139.67,590.67
439,180,172,1,388.03,0.05,250.31,368.63
440,181,120,1,22.53,0,16.07,22.53
441,181,77,3,144.48,0.2,112.34,346.75
442,181,160,1,52.4,0.15,36.17,44.54
443,181,221,1,332.61,0.15,198.57,282.72
444,182,89,1,558.85,0,363.4,558.85
445,183,49,1,49.06,0,35.06,49.06
446,183,173,1,330.53,0.05,198.43,314.0
447,184,144,1,383.52,0.15,289.87,325.99
448,185,163,3,767.35,0,549.58,2302.05
449,185,96,2,172.41,0.1,118.71,310.34
450,185,216,2,242.48,0,152.37,484.96
451,185,207,3,120.31,0.1,81.24,324.84
452,186,88,1,349.08,0,192.73,349.08
453,186,55,4,314.22,0.2,171.05,1005.5
454,186,157,2,94.81,0.05,54.99,180.14
455,186,112,1,118.67,0,90.57,118.67
456,187,205,1,118.56,0.1,76.64,106.7
457,187,239,4,88.69,0,70.61,354.76
458,187,213,1,171.08,0,113.3,171.08
459,188,248,1,394.03,0.1,206.33,354.63
460,189,80,1,177.36,0.1,126.28,159.62
461,189,68,3,506.76,0.1,285.41,1368.25
462,190,138,1,448.05,0.05,338.22,425.65
463,190,191,1,263.79,0,146.26,263.79
464,190,132,5,214.85,0,120.01,1074.25
465,190,194,1,72.15,0.05,45.74,68.54
466,191,37,1,250.51,0,181.1,250.51
467,191,22,4,309.49,0.05,179.68,1176.06
468,191,195,1,145.85,0.15,98.66,123.97
469,191,38,3,351.45,0.15,200.12,896.2
470,192,192,2,104.07,0,64.29,208.14
471,192,19,2,466.74,0,282.88,933.48
472,192,113,2,139.19,0,91.53,278.38
473,193,100,1,297.96,0,201.88,297.96
474,193,179,1,1088.06,0.05,599.16,1033.66
475,193,235,3,830.82,0,525.1,2492.46
476,193,201,1,193.71,0.1,148.02,174.34
477,194,192,1,110.27,0,64.29,110.27
478,195,108,1,163.07,0,125.01,163.07
479,195,90,1,301.08,0,236.61,301.08
480,195,121,2,462.31,0.05,349.32,878.39
481,195,160,2,54.4,0.1,36.17,97.92
482,196,234,1,610.2,0.05,338.7,579.69
483,196,111,5,97.98,0.05,58.44,465.41
484,196,172,2,381.44,0.1,250.31,686.59
485,196,120,1,22.71,0.2,16.07,18.17
486,196,18,1,101.48,0,78.79,101.48
487,197,187,1,580.72,0,353.95,580.72
488,198,5,2,278.48,0.05,193.54,529.11
489,198,88,4,323.93,0,192.73,1295.72
490,198,165,2,46.47,0,34.33,92.94
491,199,15,1,130.98,0,107.98,130.98
492,200,87,1,275.14,0,167.56,275.14
493,200,212,1,371.21,0,206.89,371.21
494,200,73,1,297.37,0.15,201.32,252.76
495,201,249,1,524.88,0,360.12,524.88
496,202,126,1,135.85,0,96.78,135.85
497,202,207,2,121.29,0.1,81.24,218.32
498,202,181,3,30.11,0.1,22.03,81.3
499,203,242,3,458.39,0,294.71,1375.17
500,203,196,4,368.44,0,265.94,1473.76
501,204,156,3,294.97,0,221.85,884.91
502,205,186,1,58.46,0,46.23,58.46
503,206,113,1,132.47,0.05,91.53,125.85
504,207,192,2,110.79,0,64.29,221.58
505,207,31,2,67.81,0.05,46.77,128.84
506,208,249,1,519.72,0.05,360.12,493.73
507,209,32,1,18.16,0,10.91,18.16
508,209,237,1,275.36,0.05,208.78,261.59
509,209,128,1,81.92,0.05,45.88,77.82
510,209,201,1,200.05,0.05,148.02,190.05
511,210,12,4,156.45,0.05,85.4,594.51
512,211,12,1,156.11,0.2,85.4,124.89
513,211,206,2,323.47,0.05,184.73,614.59
514,211,162,4,73.07,0,51.3,292.28
515,212,223,1,241.93,0,165.43,241.93
516,213,144,1,370.65,0,289.87,370.65
517,214,36,3,439.08,0,267.8,1317.24
518,214,26,2,95.91,0.1,66.86,172.64
519,214,3,4,721.1,0,476.29,2884.4
520,214,171,2,49.17,0.15,35.09,83.59
521,215,208,2,131.0,0,77.13,262.0
522,216,169,2,482.53,0,256.4,965.06
523,217,170,4,101.38,0,78.59,405.52
524,217,227,1,141.15,0.15,97.19,119.98
525,218,175,4,206.0,0,143.25,824.0
526,218,164,1,270.18,0,197.58,270.18
527,218,72,1,70.94,0,51.17,70.94
528,219,123,1,343.62,0,203.32,343.62
529,220,163,1,771.15,0,549.58,771.15
530,221,202,1,93.51,0.1,58.28,84.16
531,221,112,1,116.71,0,90.57,116.71
532,222,22,2,316.26,0,179.68,632.52
533,222,164,1,253.39,0.15,197.58,215.38
534,222,135,1,105.44,0,65.4,105.44
535,222,79,2,29.63,0.05,19.69,56.3
536,223,249,1,512.23,0,360.12,512.23
537,223,233,1,322.41,0,221.21,322.41
538,223,86,3,228.89,0,173.34,686.67
539,223,204,3,508.56,0,276.98,1525.68
540,224,212,5,357.43,0.05,206.89,1697.79
541,224,35,1,621.9,0,402.38,621.9
542,224,237,2,275.16,0.1,208.78,495.29
543,224,17,1,435.24,0.05,254.17,413.48
544,224,211,5,946.67,0,571.02,4733.35
545,225,23,3,313.14,0,174.57,939.42
546,225,56,4,273.8,0,166.22,1095.2
547,226,96,1,169.16,0,118.71,169.16
548,226,71,1,182.11,0.1,129.87,163.9
549,227,114,1,156.03,0,111.52,156.03
550,227,230,1,157.2,0,96.28,157.2
551,228,145,1,278.97,0,208.04,278.97
552,228,150,1,156.45,0.05,105.94,148.63
553,229,86,2,240.42,0,173.34,480.84
554,230,66,1,136.49,0,73.92,136.49
555,230,188,2,181.91,0,111.25,363.82
556,231,202,4,93.28,0,58.28,373.12
557,231,78,3,336.08,0,186.51,1008.24
558,231,168,1,117.6,0,75.79,117.6
559,232,27,1,600.99,0.1,450.05,540.89
560,233,88,5,329.32,0,192.73,1646.6
561,233,241,1,268.14,0.05,215.66,254.73
562,234,217,1,253.15,0,161.65,253.15
563,235,102,3,237.04,0,161.47,711.12
564,235,94,2,105.63,0.1,68.57,190.13
565,235,198,2,221.21,0,168.54,442.42
566,236,70,2,261.19,0.15,170.82,444.02
567,236,89,3,582.83,0.05,363.4,1661.07
568,237,17,4,443.89,0,254.17,1775.56
569,237,51,2,209.67,0.1,111.25,377.41
570,237,3,2,725.94,0.15,476.29,1234.1
571,237,59,2,758.81,0.1,472.53,1365.86
572,238,205,1,117.76,0.1,76.64,105.98
573,238,134,1,287.59,0.15,185.87,244.45
574,238,208,1,129.25,0,77.13,129.25
575,239,150,1,152.45,0.05,105.94,144.83
576,239,38,3,362.01,0.1,200.12,977.43
577,239,101,4,139.26,0.05,91.84,529.19
578,239,68,2,526.32,0,285.41,1052.64
579,239,180,1,335.88,0,216.02,335.88
580,240,49,1,47.27,0,35.06,47.27
581,240,15,1,136.99,0.1,107.98,123.29
582,240,26,2,98.06,0,66.86,196.12
583,240,185,1,692.27,0,430.28,692.27
584,240,200,3,15.4,0.1,10.4,41.58
585,241,225,2,449.42,0.15,299.56,764.01
586,241,124,1,174.05,0,92.16,174.05
587,242,163,1,759.91,0.15,549.58,645.92
588,242,11,1,922.4,0,586.9,922.4
589,242,144,1,370.37,0,289.87,370.37
590,242,209,2,616.96,0,410.02,1233.92
591,243,60,2,326.84,0,205.28,653.68
592,243,65,2,740.82,0,404.38,1481.64
593,243,185,2,687.45,0,430.28,1374.9
594,244,140,1,275.4,0,145.09,275.4
595,245,45,1,411.96,0,216.96,411.96
596,246,140,1,261.45,0,145.09,261.45
597,246,175,3,191.6,0.05,143.25,546.06
598,246,93,1,205.56,0.1,119.43,185.0
599,246,22,1,310.64,0,179.68,310.64
600,246,147,1,723.16,0.05,548.13,687.0
601,246,7,3,221.33,0.05,157.34,630.79
602,247,21,3,53.33,0.05,40.2,151.99
603,247,89,1,557.18,0,363.4,557.18
604,247,147,1,756.25,0,548.13,756.25
605,247,179,1,1092.59,0,599.16,1092.59
